dataset,probe_variant,condition,layer,strength,signed_strength,raw_vector_norm,steering_vector_norm,baseline_prop_choose_long_term,baseline_prop_choose_immediate,baseline_prop_choose_long_term_no_fallback,baseline_prop_choose_immediate_no_fallback,baseline_mean_long_minus_immediate_avg_logprob,baseline_prop_logprob_prefers_long_term,delta_long_term_vs_baseline,delta_immediate_vs_baseline,delta_long_term_vs_baseline_no_fallback,delta_immediate_vs_baseline_no_fallback,delta_long_minus_immediate_avg_logprob_vs_baseline,delta_prop_logprob_prefers_long_term_vs_baseline,steering_success,steering_success_no_fallback,n_prompts,n_no_fallback_prompts,prop_choose_long_term,prop_choose_immediate,prop_choose_long_term_no_fallback,prop_choose_immediate_no_fallback,fallback_rate,direct_parse_rate,mean_long_minus_immediate_avg_logprob,mean_long_minus_immediate_sum_logprob,prop_logprob_prefers_long_term
explicit_test,mm,steer_long_term,24,2.0,2.0,30.28476905822754,1.0,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,0.010000000000000009,-0.010000000000000009,0.010526315789473717,-0.010526315789473661,0.02151608980610037,0.0,0.65,0.6526315789473685,100,95,0.65,0.35,0.6526315789473685,0.3473684210526316,0.05,0.95,0.27749172794050536,1.790629733679816,0.61
explicit_test,mm,steer_immediate,24,2.0,-2.0,30.28476905822754,1.0,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,-0.010000000000000009,0.010000000000000009,-0.010526315789473717,0.010526315789473661,-0.022807901024352734,-0.010000000000000009,0.37,0.3684210526315789,100,95,0.63,0.37,0.631578947368421,0.3684210526315789,0.05,0.95,0.23316773711005226,1.4799654687102883,0.6
explicit_test,mm,steer_long_term,24,8.0,8.0,30.28476905822754,1.0,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,0.020000000000000018,-0.019999999999999962,0.0174692049272116,-0.017469204927211657,0.08033635322237392,0.0,0.66,0.6595744680851063,100,94,0.66,0.34,0.6595744680851063,0.3404255319148936,0.06,0.94,0.3363119913567789,2.211975145181641,0.61
explicit_test,mm,steer_immediate,24,8.0,-8.0,30.28476905822754,1.0,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,-0.050000000000000044,0.04999999999999999,-0.04636058230683093,0.04636058230683088,-0.0938488067104481,-0.030000000000000027,0.41,0.40425531914893614,100,94,0.59,0.41,0.5957446808510638,0.40425531914893614,0.06,0.94,0.1621268314239569,0.9883496404998005,0.58
explicit_test,mm,steer_long_term,40,0.0,0.0,51.81414031982422,0.9999999403953552,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.6421052631578947,100,95,0.64,0.36,0.6421052631578947,0.35789473684210527,0.05,0.95,0.255975638134405,1.639400197081268,0.61
explicit_test,mm,steer_immediate,40,0.0,-0.0,51.81414031982422,0.9999999403953552,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.35789473684210527,100,95,0.64,0.36,0.6421052631578947,0.35789473684210527,0.05,0.95,0.255975638134405,1.639400197081268,0.61
explicit_test,mm,steer_long_term,40,2.0,2.0,51.81414031982422,0.9999999403953552,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,0.0,0.0,0.0,0.0,7.503628497945725e-05,0.0,0.64,0.6421052631578947,100,95,0.64,0.36,0.6421052631578947,0.35789473684210527,0.05,0.95,0.25605067441938445,1.6399780278932303,0.61
explicit_test,mm,steer_immediate,40,2.0,-2.0,51.81414031982422,0.9999999403953552,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,-0.010000000000000009,0.010000000000000009,-0.010526315789473717,0.010526315789473661,0.00021944545675073313,0.0,0.37,0.3684210526315789,100,95,0.63,0.37,0.631578947368421,0.3684210526315789,0.05,0.95,0.2561950835911557,1.6409763719234616,0.61
explicit_test,mm,steer_long_term,40,8.0,8.0,51.81414031982422,0.9999999403953552,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,0.0,0.0,0.006830907054871216,-0.006830907054871216,-2.7456274255821533e-06,0.0,0.64,0.648936170212766,100,94,0.64,0.36,0.648936170212766,0.35106382978723405,0.06,0.94,0.2559728925069794,1.6388244606740772,0.61
explicit_test,mm,steer_immediate,40,8.0,-8.0,51.81414031982422,0.9999999403953552,0.64,0.36,0.6421052631578947,0.35789473684210527,0.255975638134405,0.61,-0.010000000000000009,0.010000000000000009,-0.010526315789473717,0.010526315789473661,0.00020298590650785764,0.0,0.37,0.3684210526315789,100,95,0.63,0.37,0.631578947368421,0.3684210526315789,0.05,0.95,0.25617862404091285,1.6412355249933899,0.61
